"","price","bedroom_more_than_2","washroom_more_than_2","size","baseroom","park_size","age","score"
"6067",642000,"No less than 3","Less than 3",2670,FALSE,10082,1987,10
"6068",503045,"No less than 3","No less than 3",1560,FALSE,2250,2009,9
"6069",275000,"Less than 3","Less than 3",770,FALSE,8149,1948,6
"6070",313300,"Less than 3","Less than 3",970,FALSE,4800,1911,6
"6071",545000,"No less than 3","No less than 3",2356,TRUE,12275,2006,10
"6072",310000,"No less than 3","Less than 3",2370,FALSE,6752,1994,8
"6073",2250000,"No less than 3","No less than 3",3100,TRUE,9453,1905,10
"6074",435000,"Less than 3","Less than 3",720,FALSE,5600,1920,7
"6075",537000,"No less than 3","No less than 3",2410,FALSE,7479,1942,7
"6076",875000,"No less than 3","Less than 3",2520,FALSE,3750,1995,9
"6077",425000,"No less than 3","Less than 3",1320,FALSE,7076,1959,7
"6078",330000,"No less than 3","Less than 3",2340,FALSE,11784,1997,9
"6079",399000,"No less than 3","Less than 3",1350,TRUE,11440,1977,8
"6080",312500,"No less than 3","Less than 3",930,TRUE,7969,1950,7
"6081",215000,"No less than 3","Less than 3",1770,FALSE,29004,1959,8
"6082",139000,"No less than 3","Less than 3",1410,FALSE,10648,1966,7
"6083",834950,"No less than 3","No less than 3",2790,TRUE,4911,2014,9
"6084",350000,"No less than 3","No less than 3",1600,FALSE,1298,1999,8
"6085",269000,"No less than 3","Less than 3",1088,TRUE,7665,1975,7
"6086",520000,"No less than 3","Less than 3",1210,FALSE,1250,2014,8
"6087",625000,"No less than 3","Less than 3",2440,FALSE,4800,2014,10
"6088",560000,"No less than 3","Less than 3",1860,FALSE,13374,1985,8
"6089",1242000,"No less than 3","No less than 3",2660,TRUE,10183,2002,11
"6090",2415000,"No less than 3","No less than 3",7880,FALSE,24250,1996,13
"6091",530000,"No less than 3","Less than 3",1330,TRUE,220414,1976,7
"6092",443000,"No less than 3","Less than 3",1920,FALSE,8223,1989,7
"6093",450000,"No less than 3","Less than 3",1040,TRUE,7000,1972,7
"6094",1200000,"No less than 3","Less than 3",1560,FALSE,8078,1928,6
"6095",396500,"No less than 3","Less than 3",1120,TRUE,1488,2003,7
"6096",790000,"No less than 3","No less than 3",3190,FALSE,31450,2010,9
"6097",435000,"Less than 3","Less than 3",1080,TRUE,1222,2008,8
"6098",525000,"No less than 3","Less than 3",1350,TRUE,43560,1979,7
"6099",118125,"Less than 3","Less than 3",790,FALSE,7153,1944,6
"6100",300000,"No less than 3","Less than 3",2080,FALSE,9827,1989,8
"6101",415000,"No less than 3","Less than 3",1840,FALSE,11367,1950,7
"6102",392500,"No less than 3","Less than 3",1320,TRUE,19923,1953,7
"6103",331500,"No less than 3","Less than 3",1820,FALSE,14319,1969,7
"6104",270000,"No less than 3","Less than 3",1350,TRUE,16728,1959,7
"6105",415000,"No less than 3","Less than 3",2670,FALSE,8279,1999,7
"6106",312000,"No less than 3","No less than 3",1950,TRUE,9779,1937,7
"6107",300000,"No less than 3","Less than 3",1150,FALSE,7314,1960,7
"6108",480000,"No less than 3","Less than 3",1940,FALSE,10035,1994,8
"6109",705000,"No less than 3","No less than 3",2380,FALSE,5000,1909,7
"6110",507250,"No less than 3","Less than 3",2270,FALSE,5536,2003,8
"6111",399950,"No less than 3","Less than 3",1110,TRUE,6125,1945,6
"6112",1385000,"No less than 3","No less than 3",1640,TRUE,7200,2000,10
"6113",241000,"No less than 3","Less than 3",1020,FALSE,7538,1981,7
"6114",2538000,"No less than 3","No less than 3",2970,TRUE,6000,1908,10
"6115",515000,"Less than 3","Less than 3",860,TRUE,4228,1906,7
"6116",739500,"No less than 3","No less than 3",4460,FALSE,51177,2005,9
"6117",220000,"No less than 3","Less than 3",1950,FALSE,7280,1979,8
"6118",650000,"No less than 3","Less than 3",1570,TRUE,54450,1980,8
"6119",360000,"No less than 3","Less than 3",2140,FALSE,49658,1959,7
"6120",545000,"No less than 3","Less than 3",850,TRUE,2350,1926,6
"6121",255000,"No less than 3","Less than 3",1720,FALSE,6194,1998,8
"6122",200000,"No less than 3","Less than 3",1150,FALSE,10132,1970,7
"6123",284700,"No less than 3","Less than 3",1700,FALSE,8645,1955,6
"6124",742000,"No less than 3","Less than 3",2810,FALSE,10986,1997,10
"6125",253500,"No less than 3","Less than 3",1220,FALSE,20400,1959,6
"6126",386000,"No less than 3","Less than 3",2740,FALSE,12413,1990,7
"6127",1017000,"No less than 3","Less than 3",2090,TRUE,2216,1979,9
"6128",475000,"No less than 3","Less than 3",1150,TRUE,4961,1988,8
"6129",439888,"Less than 3","Less than 3",1300,FALSE,6515,2005,8
"6130",310000,"Less than 3","Less than 3",1050,FALSE,2699,2005,7
"6131",203000,"No less than 3","Less than 3",1150,FALSE,7156,1953,6
"6132",365000,"No less than 3","Less than 3",1520,FALSE,8519,1954,7
"6133",1200000,"No less than 3","No less than 3",3310,TRUE,10576,2006,11
"6134",710000,"No less than 3","Less than 3",2330,FALSE,9160,1997,9
"6135",275000,"Less than 3","Less than 3",900,FALSE,57063,1938,6
"6136",490000,"No less than 3","No less than 3",3680,TRUE,5715,2003,7
"6137",396000,"Less than 3","Less than 3",950,FALSE,865,2006,8
"6138",645500,"Less than 3","Less than 3",1890,FALSE,5202,1909,7
"6139",303000,"No less than 3","Less than 3",2056,FALSE,3564,2014,7
"6140",515000,"No less than 3","No less than 3",1390,TRUE,9629,1977,7
"6141",260000,"No less than 3","Less than 3",1360,FALSE,7700,1966,7
"6142",299000,"No less than 3","Less than 3",1110,TRUE,9360,1968,7
"6143",442000,"No less than 3","Less than 3",1010,TRUE,6110,1955,7
"6144",1425000,"No less than 3","No less than 3",2440,TRUE,6240,1905,9
"6145",285000,"No less than 3","Less than 3",1060,TRUE,6865,1954,7
"6146",550000,"No less than 3","Less than 3",2470,FALSE,7539,2006,9
"6147",515000,"No less than 3","No less than 3",1370,TRUE,11761,1981,7
"6148",275000,"Less than 3","Less than 3",830,FALSE,5610,1922,6
"6149",349900,"No less than 3","Less than 3",2530,FALSE,4229,2004,7
"6150",489950,"No less than 3","Less than 3",1590,FALSE,926,2014,8
"6151",830000,"No less than 3","Less than 3",3010,FALSE,12202,1959,9
"6152",367500,"No less than 3","Less than 3",1270,FALSE,8792,1969,7
"6153",549000,"No less than 3","Less than 3",1540,FALSE,1044,2014,8
"6154",970000,"No less than 3","No less than 3",3480,FALSE,15185,1964,8
"6155",497000,"No less than 3","Less than 3",1620,TRUE,28750,1956,8
"6156",460000,"No less than 3","Less than 3",1170,TRUE,4005,1939,7
"6157",562000,"No less than 3","Less than 3",1540,TRUE,7007,1974,8
"6158",275000,"Less than 3","Less than 3",940,FALSE,5000,1951,6
"6159",851000,"No less than 3","Less than 3",1330,TRUE,10350,1971,8
"6160",650000,"No less than 3","Less than 3",1400,TRUE,9000,1949,8
"6161",805000,"No less than 3","No less than 3",3910,FALSE,19023,1985,11
"6162",310000,"Less than 3","Less than 3",780,TRUE,4920,1947,6
"6163",446000,"Less than 3","Less than 3",1610,TRUE,21675,1958,7
"6164",236000,"No less than 3","Less than 3",1300,FALSE,8976,1967,7
"6165",546000,"No less than 3","No less than 3",1150,TRUE,9999,1983,7
"6166",265000,"No less than 3","Less than 3",1270,TRUE,6750,1980,7
"6167",509000,"Less than 3","Less than 3",1560,FALSE,4675,2006,8
"6168",355000,"Less than 3","Less than 3",950,TRUE,4000,1947,7
"6169",565000,"No less than 3","Less than 3",2030,FALSE,217805,1999,9
"6170",200000,"No less than 3","Less than 3",1070,TRUE,6630,1974,7
"6171",950000,"No less than 3","No less than 3",1650,TRUE,18892,1962,8
"6172",600000,"No less than 3","Less than 3",970,FALSE,4800,1950,6
"6173",865000,"No less than 3","Less than 3",1790,FALSE,7526,1953,7
"6174",564000,"Less than 3","Less than 3",1690,FALSE,4500,2004,8
"6175",425000,"No less than 3","Less than 3",1330,TRUE,8400,1968,7
"6176",450000,"Less than 3","No less than 3",1400,TRUE,1709,2001,7
"6177",715000,"No less than 3","Less than 3",900,TRUE,7680,1956,6
"6178",327000,"No less than 3","Less than 3",1840,FALSE,5100,1933,5
"6179",850000,"No less than 3","Less than 3",1620,TRUE,3707,1919,8
"6180",350000,"No less than 3","Less than 3",1180,TRUE,14322,1968,7
"6181",650000,"No less than 3","Less than 3",1300,FALSE,8266,1953,7
"6182",446000,"No less than 3","Less than 3",1020,TRUE,8375,1974,7
"6183",670000,"No less than 3","No less than 3",2010,TRUE,13001,1973,8
"6184",410000,"No less than 3","Less than 3",1380,TRUE,8424,1977,7
"6185",430000,"No less than 3","Less than 3",1550,FALSE,5034,1922,7
"6186",405000,"No less than 3","Less than 3",2090,FALSE,6667,1997,8
"6187",424000,"No less than 3","Less than 3",1580,FALSE,13912,1955,8
"6188",249000,"No less than 3","Less than 3",1070,FALSE,5150,1940,6
"6189",252700,"Less than 3","Less than 3",1070,FALSE,9643,1985,7
"6190",900000,"No less than 3","Less than 3",1700,TRUE,7200,1910,8
"6191",306950,"Less than 3","Less than 3",730,FALSE,5005,1945,5
"6192",503000,"Less than 3","Less than 3",870,FALSE,4280,1921,6
"6193",205000,"No less than 3","Less than 3",1170,FALSE,8239,1981,7
"6194",324000,"Less than 3","Less than 3",1070,FALSE,6000,1955,7
"6195",358000,"No less than 3","Less than 3",2510,FALSE,12013,1988,8
"6196",171800,"No less than 3","Less than 3",1570,FALSE,9600,1950,6
"6197",315000,"No less than 3","Less than 3",2090,FALSE,4698,1998,7
"6198",260000,"No less than 3","Less than 3",1050,FALSE,5850,1980,7
"6199",284000,"No less than 3","Less than 3",1560,FALSE,21000,1954,7
"6200",550000,"No less than 3","Less than 3",960,FALSE,12527,1972,7
"6201",357562,"Less than 3","Less than 3",1210,FALSE,1032,2014,8
"6202",859950,"No less than 3","No less than 3",3180,FALSE,6551,2014,9
"6203",309780,"No less than 3","Less than 3",2242,FALSE,4500,2014,8
"6204",880000,"No less than 3","Less than 3",2870,FALSE,5163,2014,9
"6205",425000,"No less than 3","Less than 3",1240,FALSE,5750,1948,6
"6206",268750,"No less than 3","Less than 3",800,FALSE,8775,1943,6
"6207",690000,"No less than 3","Less than 3",1760,FALSE,4000,1922,8
"6208",660000,"No less than 3","Less than 3",1770,FALSE,8141,1952,8
"6209",255000,"No less than 3","Less than 3",1610,FALSE,6176,1994,7
"6210",130000,"Less than 3","Less than 3",840,FALSE,6654,1951,7
"6211",391000,"Less than 3","Less than 3",890,FALSE,5423,1946,6
"6212",271500,"No less than 3","Less than 3",1995,FALSE,18360,1957,7
"6213",619420,"No less than 3","Less than 3",2450,FALSE,14803,1988,9
"6214",135000,"No less than 3","Less than 3",1460,FALSE,18599,1940,5
"6215",950000,"No less than 3","No less than 3",3570,TRUE,6000,2006,10
"6216",700000,"No less than 3","Less than 3",2000,FALSE,14733,1958,8
"6217",224500,"No less than 3","Less than 3",1430,FALSE,8355,1983,7
"6218",994000,"No less than 3","No less than 3",4260,FALSE,7861,2005,10
"6219",443000,"Less than 3","Less than 3",880,TRUE,5413,1939,7
"6220",367000,"No less than 3","Less than 3",2350,FALSE,8182,1997,8
"6221",310000,"Less than 3","Less than 3",870,TRUE,83199,1965,7
"6222",160000,"No less than 3","Less than 3",880,FALSE,8976,1966,6
"6223",325000,"Less than 3","Less than 3",800,FALSE,7260,1953,7
"6224",459000,"Less than 3","Less than 3",1480,FALSE,804,2008,8
"6225",460000,"No less than 3","Less than 3",1660,FALSE,9900,1978,8
"6226",817000,"No less than 3","Less than 3",1790,TRUE,3360,1926,8
"6227",680000,"No less than 3","Less than 3",1080,TRUE,5750,1909,7
"6228",285000,"No less than 3","Less than 3",1220,TRUE,10400,1985,8
"6229",673000,"No less than 3","Less than 3",2830,FALSE,3496,2012,8
"6230",435000,"No less than 3","Less than 3",1540,TRUE,9240,1942,7
"6231",775000,"No less than 3","No less than 3",2690,FALSE,104544,1948,8
"6232",272000,"Less than 3","Less than 3",670,FALSE,6300,1942,6
"6233",171500,"No less than 3","Less than 3",1150,FALSE,6480,1946,5
"6234",392000,"No less than 3","Less than 3",1230,FALSE,9600,1952,7
"6235",365000,"Less than 3","Less than 3",700,TRUE,1123,2003,8
"6236",355000,"No less than 3","Less than 3",1300,TRUE,1087,2005,7
"6237",550000,"No less than 3","Less than 3",2360,FALSE,4080,2003,7
"6238",640000,"No less than 3","Less than 3",2260,FALSE,5172,2004,9
"6239",465000,"No less than 3","Less than 3",1840,FALSE,5752,2003,7
"6240",441750,"Less than 3","Less than 3",1020,FALSE,1060,2008,8
"6241",528000,"No less than 3","Less than 3",1460,TRUE,9750,1969,7
"6242",265000,"No less than 3","Less than 3",1410,FALSE,2500,2006,7
"6243",425000,"No less than 3","Less than 3",1390,FALSE,9680,1956,7
"6244",270000,"Less than 3","Less than 3",1040,FALSE,5700,1922,6
"6245",400000,"No less than 3","Less than 3",3130,FALSE,5240,2004,8
"6246",252350,"No less than 3","Less than 3",1160,TRUE,7352,1979,7
"6247",289500,"No less than 3","Less than 3",2120,FALSE,3400,2002,7
"6248",865000,"No less than 3","Less than 3",1530,FALSE,10827,1955,8
"6249",262000,"No less than 3","Less than 3",1840,FALSE,9009,1965,7
"6250",425000,"No less than 3","Less than 3",1120,FALSE,6653,1937,7
"6251",340000,"No less than 3","Less than 3",1630,TRUE,10403,1968,8
"6252",525000,"No less than 3","Less than 3",1490,FALSE,9414,1981,7
"6253",420000,"No less than 3","Less than 3",1300,TRUE,5000,1963,7
"6254",320000,"No less than 3","Less than 3",1250,FALSE,8636,1968,7
"6255",279000,"No less than 3","Less than 3",2009,FALSE,4800,2012,8
"6256",530000,"No less than 3","Less than 3",2950,FALSE,4836,2006,7
"6257",453000,"No less than 3","Less than 3",2502,FALSE,8306,2013,9
"6258",314000,"No less than 3","Less than 3",1460,TRUE,13500,1963,7
"6259",1950000,"No less than 3","Less than 3",2510,FALSE,12779,1968,10
"6260",580000,"No less than 3","Less than 3",1740,FALSE,1280,2008,8
"6261",360000,"No less than 3","Less than 3",1520,TRUE,7260,1957,8
"6262",437500,"No less than 3","Less than 3",1630,FALSE,16393,1969,7
"6263",306500,"No less than 3","Less than 3",1970,FALSE,6291,1998,7
"6264",625000,"No less than 3","Less than 3",1390,TRUE,16200,1958,8
"6265",590000,"No less than 3","Less than 3",2520,FALSE,10223,1988,10
"6266",940000,"No less than 3","Less than 3",1220,FALSE,8119,1955,7
"6267",235000,"No less than 3","Less than 3",1690,FALSE,11054,1930,5
"6268",285000,"No less than 3","Less than 3",1440,TRUE,7350,1965,7
"6269",1360000,"No less than 3","No less than 3",3970,TRUE,12626,2014,11
"6270",411000,"No less than 3","Less than 3",1190,TRUE,9844,1959,7
"6271",475000,"No less than 3","Less than 3",1510,TRUE,3600,1912,6
"6272",663000,"No less than 3","Less than 3",1910,FALSE,5125,2006,9
"6273",954500,"No less than 3","Less than 3",1830,TRUE,9689,1974,8
"6274",230000,"No less than 3","Less than 3",1100,TRUE,11616,1980,7
"6275",781000,"No less than 3","Less than 3",1460,TRUE,8729,1960,8
"6276",373000,"No less than 3","Less than 3",1590,FALSE,7920,1960,7
"6277",988000,"No less than 3","No less than 3",4040,FALSE,19700,1987,11
"6278",390000,"No less than 3","Less than 3",2690,FALSE,46609,1940,7
"6279",506000,"No less than 3","Less than 3",2100,FALSE,213008,1990,8
"6280",700000,"No less than 3","Less than 3",3110,FALSE,11727,2002,9
"6281",1150000,"No less than 3","Less than 3",1760,FALSE,6788,1940,7
"6282",240000,"No less than 3","Less than 3",1300,FALSE,5000,1983,7
"6283",449500,"No less than 3","Less than 3",1310,TRUE,199940,1961,8
"6284",485000,"No less than 3","Less than 3",2790,FALSE,7803,2013,8
"6285",263000,"No less than 3","Less than 3",1250,TRUE,7315,1979,7
"6286",510000,"No less than 3","Less than 3",2430,FALSE,5203,2003,8
"6287",780000,"No less than 3","Less than 3",2010,TRUE,3094,1939,7
"6288",507000,"No less than 3","Less than 3",1450,TRUE,8158,1984,8
"6289",245000,"No less than 3","Less than 3",1600,FALSE,4271,2003,7
"6290",490000,"Less than 3","Less than 3",990,FALSE,5000,1941,7
"6291",400000,"Less than 3","Less than 3",1520,FALSE,5010,1999,7
"6292",280000,"Less than 3","Less than 3",1610,FALSE,158558,1948,6
"6293",525000,"No less than 3","Less than 3",1180,TRUE,9579,1977,8
"6294",550000,"No less than 3","Less than 3",1320,TRUE,10136,1958,8
"6295",279950,"No less than 3","Less than 3",1460,TRUE,7171,1970,7
"6296",809950,"No less than 3","Less than 3",3280,FALSE,6181,2001,10
"6297",250000,"No less than 3","Less than 3",1060,FALSE,52272,1960,7
"6298",570000,"No less than 3","Less than 3",1910,FALSE,4941,1999,8
"6299",245000,"Less than 3","Less than 3",1220,FALSE,8382,1942,6
"6300",205000,"Less than 3","Less than 3",900,FALSE,4397,1918,6
"6301",899000,"No less than 3","Less than 3",2580,FALSE,3943,2013,8
"6302",320000,"No less than 3","Less than 3",1790,FALSE,66250,2003,7
"6303",525000,"No less than 3","Less than 3",1650,FALSE,8560,1970,8
"6304",624950,"No less than 3","Less than 3",2060,FALSE,4730,1994,8
"6305",625000,"No less than 3","No less than 3",1520,TRUE,12825,1989,9
"6306",510000,"No less than 3","Less than 3",1390,TRUE,8133,1996,8
"6307",329900,"Less than 3","Less than 3",980,FALSE,1021,2008,8
"6308",309500,"No less than 3","Less than 3",1340,FALSE,13560,1968,7
"6309",249950,"No less than 3","Less than 3",1120,FALSE,15210,1976,7
"6310",900000,"No less than 3","No less than 3",2030,TRUE,4440,1922,9
"6311",495000,"No less than 3","Less than 3",1800,TRUE,11640,1968,8
"6312",390000,"No less than 3","Less than 3",1270,TRUE,8036,1978,7
"6313",455000,"No less than 3","Less than 3",1470,TRUE,7344,1980,8
"6314",246500,"No less than 3","Less than 3",1170,FALSE,11530,1960,7
"6315",899000,"No less than 3","Less than 3",4080,FALSE,10295,1998,10
"6316",279000,"No less than 3","Less than 3",1280,FALSE,16738,1932,5
"6317",372500,"No less than 3","Less than 3",1210,TRUE,12956,1988,7
"6318",559000,"No less than 3","Less than 3",1140,TRUE,5386,1948,7
"6319",856500,"No less than 3","Less than 3",3290,FALSE,8147,2003,10
"6320",838000,"No less than 3","Less than 3",2560,FALSE,7210,2006,9
"6321",254950,"No less than 3","Less than 3",1794,FALSE,4769,2005,7
"6322",539000,"No less than 3","Less than 3",1800,FALSE,43995,1988,8
"6323",460000,"No less than 3","Less than 3",1240,TRUE,1840,2008,8
"6324",685000,"No less than 3","Less than 3",2670,FALSE,14455,1958,9
"6325",427874,"No less than 3","No less than 3",2340,FALSE,5002,2013,8
"6326",520000,"No less than 3","Less than 3",1350,TRUE,7357,1986,7
"6327",280000,"Less than 3","Less than 3",880,FALSE,5750,1939,6
"6328",283500,"No less than 3","Less than 3",2100,FALSE,8050,1978,8
"6329",443000,"Less than 3","Less than 3",980,TRUE,10170,1948,7
"6330",1265000,"No less than 3","No less than 3",2290,TRUE,2646,1906,9
"6331",615000,"No less than 3","Less than 3",1360,TRUE,7291,1948,8
"6332",419000,"No less than 3","Less than 3",2690,FALSE,7947,1993,8
"6333",320000,"No less than 3","Less than 3",1130,TRUE,9380,1978,7
"6334",269500,"No less than 3","Less than 3",1240,TRUE,7412,1976,7
"6335",1699990,"No less than 3","No less than 3",3320,FALSE,8234,2014,10
"6336",815000,"No less than 3","No less than 3",1430,TRUE,17853,1962,8
"6337",670000,"No less than 3","Less than 3",1240,TRUE,4763,1985,7
"6338",589900,"No less than 3","No less than 3",2530,TRUE,35889,2001,10
"6339",370000,"No less than 3","Less than 3",1620,FALSE,37913,1953,7
"6340",350000,"No less than 3","Less than 3",1060,TRUE,10416,1963,7
"6341",810000,"No less than 3","Less than 3",1520,FALSE,9041,1954,7
"6342",670000,"No less than 3","Less than 3",2850,FALSE,25993,1989,9
"6343",650000,"No less than 3","Less than 3",2210,FALSE,4861,2013,9
"6344",3800000,"No less than 3","No less than 3",4320,TRUE,42840,1978,13
"6345",216000,"Less than 3","Less than 3",860,FALSE,9000,1942,6
"6346",390000,"No less than 3","Less than 3",1190,TRUE,7900,1965,7
"6347",452000,"No less than 3","Less than 3",1690,FALSE,4000,2004,7
"6348",324950,"No less than 3","Less than 3",2110,FALSE,4178,2013,7
"6349",560000,"No less than 3","Less than 3",1270,TRUE,5128,1978,8
"6350",286000,"Less than 3","Less than 3",1010,FALSE,825,2007,7
"6351",354000,"Less than 3","Less than 3",1390,FALSE,7740,1925,6
"6352",968000,"No less than 3","Less than 3",1450,TRUE,9799,1959,8
"6353",620000,"No less than 3","Less than 3",2190,FALSE,45738,1990,8
"6354",297000,"No less than 3","Less than 3",1940,FALSE,14952,1994,8
"6355",624800,"No less than 3","Less than 3",1500,TRUE,14274,1964,8
"6356",563500,"No less than 3","Less than 3",2190,FALSE,4944,1999,8
"6357",476000,"No less than 3","Less than 3",1650,FALSE,9600,1977,7
"6358",330000,"Less than 3","Less than 3",700,FALSE,4000,1943,6
"6359",458000,"No less than 3","No less than 3",3280,FALSE,62726,1979,7
"6360",650000,"No less than 3","Less than 3",2820,FALSE,15000,1985,9
"6361",202000,"Less than 3","Less than 3",740,FALSE,6550,1946,5
"6362",557000,"No less than 3","Less than 3",2840,FALSE,4500,2012,8
"6363",772500,"No less than 3","Less than 3",3890,FALSE,9130,2004,9
"6364",928950,"No less than 3","No less than 3",3280,FALSE,6000,2014,9
"6365",1080000,"No less than 3","No less than 3",4000,TRUE,43560,1989,10
"6366",799000,"No less than 3","No less than 3",2580,FALSE,209523,1984,8
"6367",407000,"Less than 3","Less than 3",740,FALSE,6380,1912,6
"6368",350000,"No less than 3","Less than 3",2190,FALSE,3850,2006,7
"6369",261950,"No less than 3","Less than 3",1880,FALSE,5000,2010,7
"6370",959750,"No less than 3","No less than 3",2460,TRUE,50002,1957,8
"6371",610000,"No less than 3","Less than 3",2980,FALSE,5896,2001,8
"6372",596500,"No less than 3","Less than 3",1770,FALSE,8505,1986,8
"6373",707500,"No less than 3","Less than 3",1500,FALSE,2555,1910,7
"6374",295500,"No less than 3","Less than 3",1000,TRUE,10523,1981,7
"6375",285000,"Less than 3","Less than 3",800,FALSE,6240,1954,6
"6376",645000,"No less than 3","Less than 3",1640,FALSE,1023,2014,8
"6377",955990,"No less than 3","No less than 3",3830,FALSE,6507,2014,9
"6378",765000,"No less than 3","Less than 3",1820,TRUE,5500,1912,8
"6379",445000,"No less than 3","Less than 3",2170,FALSE,5257,1989,7
"6380",220000,"No less than 3","Less than 3",2160,FALSE,8005,1993,7
"6381",475000,"No less than 3","Less than 3",1300,TRUE,7200,1975,7
"6382",950000,"No less than 3","No less than 3",3610,FALSE,17483,1954,8
"6383",221000,"No less than 3","Less than 3",910,FALSE,8789,1966,7
"6384",380000,"No less than 3","No less than 3",1510,TRUE,51212,1989,8
"6385",1020000,"No less than 3","No less than 3",3160,TRUE,17841,1990,10
"6386",680000,"No less than 3","Less than 3",3030,FALSE,13068,1978,9
"6387",190000,"No less than 3","Less than 3",1270,FALSE,7875,1980,7
"6388",399000,"No less than 3","Less than 3",2100,FALSE,7355,1969,7
"6389",665000,"No less than 3","Less than 3",1260,FALSE,24550,1937,7
"6390",405000,"No less than 3","Less than 3",1240,TRUE,6000,1908,6
"6391",902500,"No less than 3","No less than 3",2130,TRUE,23522,1992,10
"6392",724950,"No less than 3","Less than 3",980,TRUE,4340,1912,8
"6393",1380000,"No less than 3","No less than 3",2150,TRUE,18827,1979,10
"6394",1565000,"No less than 3","No less than 3",5220,FALSE,67319,2001,11
"6395",660000,"No less than 3","Less than 3",1300,TRUE,12615,1990,7
"6396",623000,"No less than 3","Less than 3",1690,TRUE,9235,1977,8
"6397",299995,"No less than 3","Less than 3",1970,FALSE,7500,1988,8
"6398",359000,"No less than 3","Less than 3",2575,FALSE,4725,2011,8
"6399",529950,"No less than 3","Less than 3",1240,FALSE,1250,2014,8
"6400",1240000,"No less than 3","No less than 3",4410,FALSE,14380,2006,11
"6401",558000,"No less than 3","No less than 3",2460,TRUE,8876,1997,9
"6402",270000,"No less than 3","Less than 3",1770,FALSE,7336,1996,7
"6403",315000,"No less than 3","No less than 3",2210,FALSE,4191,2004,7
"6404",285000,"No less than 3","Less than 3",1460,FALSE,6377,1995,7
"6405",229950,"No less than 3","Less than 3",1570,FALSE,6717,1911,6
"6406",345000,"No less than 3","Less than 3",1610,FALSE,15005,1986,7
"6407",509900,"No less than 3","Less than 3",1790,FALSE,2700,2010,8
"6408",275000,"No less than 3","Less than 3",1000,FALSE,8018,1969,7
"6409",235000,"No less than 3","Less than 3",980,TRUE,15246,1961,7
"6410",369500,"No less than 3","Less than 3",1200,FALSE,9194,1952,7
"6411",1250000,"No less than 3","Less than 3",2160,TRUE,28300,1959,9
"6412",390000,"No less than 3","Less than 3",1100,TRUE,9750,1975,7
"6413",350000,"No less than 3","Less than 3",1970,TRUE,16153,1961,7
"6414",590000,"No less than 3","Less than 3",1080,TRUE,4205,1969,7
"6415",205000,"No less than 3","Less than 3",1010,FALSE,8800,1968,7
"6416",499950,"No less than 3","Less than 3",2370,FALSE,12753,2001,7
"6417",482000,"No less than 3","Less than 3",1560,TRUE,15750,1973,8
"6418",715000,"No less than 3","Less than 3",2970,FALSE,5722,2005,9
"6419",335000,"No less than 3","Less than 3",2130,FALSE,3825,1917,7
"6420",278000,"No less than 3","Less than 3",1230,FALSE,9440,1978,7
"6421",200000,"No less than 3","Less than 3",1020,FALSE,42966,1922,6
"6422",1242500,"No less than 3","Less than 3",1480,TRUE,8500,1962,9
"6423",244000,"No less than 3","Less than 3",1350,FALSE,8587,1998,7
"6424",390000,"No less than 3","Less than 3",1210,TRUE,9537,1959,7
"6425",665000,"No less than 3","Less than 3",2610,FALSE,35000,1988,10
"6426",674725,"No less than 3","Less than 3",2700,FALSE,10160,1988,9
"6427",1680000,"No less than 3","No less than 3",3520,TRUE,7197,1998,11
"6428",425000,"Less than 3","Less than 3",880,FALSE,6413,1950,7
"6429",416000,"No less than 3","Less than 3",1800,FALSE,5372,1987,8
"6430",419190,"Less than 3","Less than 3",1590,FALSE,1426,2014,8
"6431",394000,"No less than 3","Less than 3",1370,FALSE,4400,1988,8
"6432",715000,"No less than 3","Less than 3",2860,TRUE,5000,1977,8
"6433",270000,"No less than 3","Less than 3",2630,FALSE,8470,1968,8
"6434",275000,"No less than 3","Less than 3",1010,TRUE,7620,1956,7
"6435",302000,"No less than 3","Less than 3",2180,FALSE,7813,1986,7
"6436",270000,"No less than 3","Less than 3",1660,FALSE,5550,2002,7
"6437",481015,"No less than 3","Less than 3",1550,FALSE,5511,1987,8
"6438",235000,"Less than 3","Less than 3",650,TRUE,3008,1923,6
"6439",430000,"No less than 3","Less than 3",1110,TRUE,7203,1973,7
"6440",470000,"No less than 3","Less than 3",2490,FALSE,8732,1966,8
"6441",240000,"Less than 3","Less than 3",1330,FALSE,7200,1993,7
"6442",249900,"No less than 3","Less than 3",1310,FALSE,6738,1990,7
"6443",331000,"Less than 3","Less than 3",1080,TRUE,6210,1950,7
"6444",305000,"No less than 3","Less than 3",1914,FALSE,3150,2009,8
"6445",322500,"No less than 3","Less than 3",1820,FALSE,6753,1994,7
"6446",235000,"No less than 3","Less than 3",1460,FALSE,8400,1958,7
"6447",460000,"Less than 3","Less than 3",880,FALSE,3300,1909,7
"6448",360000,"No less than 3","Less than 3",1550,FALSE,5225,1941,7
"6449",222000,"No less than 3","Less than 3",1310,FALSE,9273,1968,7
"6450",664950,"No less than 3","No less than 3",1890,TRUE,7081,2013,9
"6451",469000,"No less than 3","Less than 3",1190,FALSE,1290,2008,8
"6452",580000,"Less than 3","Less than 3",950,TRUE,9780,1943,7
"6453",674000,"No less than 3","Less than 3",1740,TRUE,11560,1962,7
"6454",250000,"Less than 3","Less than 3",890,TRUE,1086,2006,7
