销售价格,卧室数,浴室数,房屋面积,停车面积,楼层数,房屋评分,建筑面积,地下室面积,2014-建筑年份,建筑年份
315000,3,1.75,1970,8200,1,7,1270,700,50,1964
1272500,4,1.75,2040,5000,2,9,2040,0,93,1921
225000,4,1.75,1420,10300,2,7,1420,0,64,1950
296000,2,2,1320,2040,3,7,1320,0,17,1997
339950,3,2.5,1730,4286,2,7,1730,0,15,1999
241000,3,1,880,6050,1,6,880,0,69,1945
515000,4,2.5,2800,21370,2,8,2800,0,11,2003
529999,3,2.5,1710,1664,2,8,1300,410,11,2003
299000,3,2,1730,6007,1,8,1730,0,10,2004
205000,4,2,1450,8175,1,7,1450,0,47,1967
610000,6,2.75,2040,8560,1,7,1100,940,53,1961
444000,3,2,1460,2610,2,8,1460,0,27,1987
530000,3,1,1440,27505,1,8,1440,0,63,1951
275000,2,1,910,4191,1,6,910,0,104,1910
525000,3,2.5,2990,6725,2,9,2990,0,11,2003
470000,4,1,2590,18224,1.5,7,2000,590,103,1911
430000,2,2.5,2420,60984,2,7,2420,0,7,2007
921500,4,2.5,3670,315374,2,9,3670,0,20,1994
364000,2,2.25,1280,2574,2,7,1280,0,22,1992
845000,3,1.75,1600,2538,2,7,1600,0,85,1929
450000,3,1,1060,4650,1,7,910,150,64,1950
754300,5,2.75,1800,4500,2,7,1680,120,75,1939
473000,3,2.25,1620,12309,2,7,1620,0,27,1987
242025,4,1.75,1400,54014,1.5,7,1400,0,79,1935
335000,3,2,1410,44866,1,7,1410,0,29,1985
255000,3,1.75,1410,9315,1,7,1410,0,54,1960
449950,4,2.5,2470,3811,2,8,2470,0,15,1999
331210,4,2.5,2240,4800,2,8,2240,0,0,2014
389000,2,1,910,7000,1,7,910,0,62,1952
520000,3,2.5,2460,54885,2,8,2460,0,34,1980
608000,4,2.5,2410,7140,2,8,2410,0,21,1993
405000,2,0.75,1160,15029,1,6,870,290,77,1937
688888,3,3.25,2580,9825,1.5,9,1760,820,36,1978
441000,2,1.5,1190,3400,1,7,990,200,95,1919
270000,3,2.25,1750,8400,1,7,1350,400,49,1965
365000,3,2.25,2430,7614,1.5,8,1900,530,35,1979
589000,3,2,2360,118483,1,8,2360,0,33,1981
396000,3,2.25,1680,9766,2,7,1680,0,25,1989
650000,4,2.5,2240,9934,1,8,1490,750,46,1968
500000,2,1,960,5000,1,7,960,0,114,1900
449000,3,2.25,1960,44634,1,7,1130,830,30,1984
371000,4,2.5,2550,4770,2,8,2550,0,9,2005
305000,3,2.5,1714,3240,2,8,1714,0,9,2005
455000,2,1,910,5759,1,6,910,0,63,1951
926300,3,1.5,1660,4800,2,8,1660,0,107,1907
213000,3,1.75,1200,55321,1.5,7,1200,0,37,1977
950000,3,2.5,3080,8448,2,9,3080,0,14,2000
389000,3,1.75,2180,9220,1,7,1090,1090,76,1938
923990,4,2.5,3600,6055,2,9,3600,0,0,2014
400000,2,1,910,4000,1,7,910,0,96,1918
577000,3,2.5,2060,5750,1,7,1330,730,38,1976
1675000,4,4.75,4790,25412,2,12,4790,0,15,1999
465000,4,1.75,1640,7194,1.5,7,1480,160,99,1915
860000,4,2.75,2720,3840,2,8,1790,930,94,1920
265000,6,2.5,2000,7650,1.5,7,1790,210,54,1960
1385000,3,2.25,2930,6000,2,11,1920,1010,14,2000
640000,4,2.5,2210,7722,2,9,2210,0,15,1999
383000,4,2,1830,21183,1,7,1060,770,48,1966
339950,2,1,820,681,3,8,820,0,8,2006
330000,3,1.5,1430,8000,1,7,1430,0,66,1948
570000,4,2.5,2590,8483,2,9,2590,0,23,1991
630000,2,1,1050,8382,1,7,1050,0,55,1959
270000,3,2,1820,7750,1,8,1820,0,22,1992
1200000,4,3,2150,8119,2,8,2150,0,61,1953
280000,3,3,1390,1080,2,7,1140,250,8,2006
325000,3,1.75,1780,11096,1,7,1210,570,35,1979
464000,3,1.75,1630,28600,1,8,1630,0,47,1967
533600,3,2.5,1930,5080,2,8,1930,0,24,1990
309000,3,1,1820,8142,1,7,1040,780,53,1961
1206690,5,4.25,4150,12015,2,10,4150,0,0,2014
325000,1,1,1220,12426,1,6,1220,0,68,1946
180000,3,1,1090,6771,1.5,7,1090,0,85,1929
800000,4,2.5,3691,11088,2,8,3691,0,1,2013
600000,4,2.5,2070,8127,1.5,9,1590,480,90,1924
524000,4,1,1980,7015,1,7,1260,720,41,1973
420200,3,1.75,1320,7280,1,7,1320,0,46,1968
763000,4,1.75,1850,4388,2,8,1850,0,73,1941
623000,3,2.75,2390,21804,1,8,1450,940,41,1973
320000,6,2.75,2410,10763,1,7,1310,1100,57,1957
560000,3,2.5,2070,12708,2,8,2070,0,18,1996
540000,4,2,1990,29078,2,9,1990,0,30,1984
594950,4,3.25,2557,9480,2,7,2557,0,66,1948
775000,4,2.5,2040,5000,1.5,7,1180,860,90,1924
345000,3,1,1120,10176,1,6,920,200,109,1905
450000,3,1.75,1390,11700,1,7,1390,0,48,1966
960000,4,2.5,3180,10105,2,9,3180,0,28,1986
562000,3,1.5,1830,8000,1,7,1830,0,57,1957
330000,3,2.5,2410,17424,1,7,1630,780,36,1978
234000,4,2,1630,9010,1,7,1050,580,39,1975
452000,3,1.75,1110,9012,1,7,1110,0,48,1966
535000,2,1.75,1780,224769,1,8,1780,0,38,1976
615000,3,1.75,2350,20820,1,8,1800,550,36,1978
770000,3,2.5,2900,23550,1,10,1490,1410,27,1987
247200,3,1.75,1370,8719,1,7,1370,0,32,1982
1100000,5,2.75,2890,22547,1,10,2150,740,51,1963
269000,3,2,1410,10577,1,7,1410,0,20,1994
299950,4,2.5,1900,4054,2,7,1900,0,11,2003
241500,4,2.5,2500,9654,1,8,1830,670,35,1979
435000,3,2.5,1900,7984,2,8,1900,0,21,1993
375000,3,1.75,1370,19550,1,7,1370,0,36,1978
379950,3,2,1080,5077,1,7,1080,0,29,1985
350000,3,2.5,1630,5996,2,7,1630,0,28,1986
1565000,3,1.75,2190,8500,1,9,2190,0,57,1957
271115,2,1.5,830,1325,2,7,830,0,9,2005
484000,6,2.5,3300,13501,1,8,2060,1240,34,1980
435000,4,2.5,2180,6500,2,7,1410,770,69,1945
530000,3,2.25,2010,11817,2,8,2010,0,28,1986
640000,4,2.5,2970,34981,2,9,2970,0,16,1998
565000,3,2.5,2500,7394,2,9,2500,0,24,1990
1070000,4,3.75,4130,12320,2,11,4130,0,13,2001
745000,3,2,2290,5001,1,7,1490,800,54,1960
335750,3,3,2400,7260,1,7,1440,960,59,1955
249000,3,1.75,1520,7500,1,8,1520,0,29,1985
415000,1,1,1230,3774,1,6,830,400,90,1924
485000,4,3.25,1946,17786,2,7,1946,0,24,1990
260000,3,2.5,1427,4337,2,7,1427,0,5,2009
585000,2,1,1770,8640,1.5,6,1520,250,65,1949
242500,3,2.25,1770,10000,1,7,1340,430,36,1978
319990,4,1.5,1890,10707,1,7,1890,0,52,1962
302200,4,1.5,1730,10396,1,7,1730,0,50,1964
253750,4,1,1380,7110,1.5,6,1380,0,75,1939
278000,5,1.5,1820,8712,1,7,1090,730,54,1960
905000,4,2.25,2240,5000,2,8,1770,470,114,1900
900000,5,3.75,3870,8225,2,10,3870,0,16,1998
845000,5,2,1720,9972,1,8,1720,0,63,1951
799000,3,1,1510,4178,2,8,1510,0,112,1902
605000,4,2.25,2510,31584,2,9,2510,0,35,1979
805000,5,3,2240,18265,2,8,2240,0,51,1963
234000,3,1.5,1200,11935,1,7,1200,0,46,1968
323000,3,1.75,1830,12500,1,7,1200,630,67,1947
299000,3,2.5,1620,79993,1,6,1620,0,54,1960
688000,4,3,3400,292723,2,10,3400,0,16,1998
505000,2,1,1000,4640,1,7,1000,0,99,1915
158800,3,1,960,8291,1,6,960,0,64,1950
320900,3,2,1770,7251,1,8,1770,0,24,1990
699000,3,2.5,2680,5497,2,9,2680,0,13,2001
565000,4,2.5,2230,8624,1,8,1430,800,45,1969
438000,4,2.5,1970,8545,2,8,1970,0,10,2004
240000,3,1.75,1260,7362,1,7,1260,0,30,1984
384435,3,2.5,2029,3906,2,9,2029,0,0,2014
600000,3,2.5,4930,77536,2,9,3930,1000,33,1981
276693,4,1,1190,8875,1.5,7,1190,0,68,1946
675000,4,2.25,2260,8715,1,8,1530,730,38,1976
307000,4,2.75,2520,6964,1,7,1260,1260,27,1987
390000,2,1.5,1050,934,2,8,960,90,7,2007
497000,3,2.25,1450,1387,3,8,1450,0,14,2000
579000,3,2.5,2300,18540,1,8,1800,500,53,1961
328000,4,2.5,1850,5388,2,8,1850,0,5,2009
585000,4,1.75,2430,7559,1,8,1580,850,33,1981
417000,4,2,2090,4000,1,6,1060,1030,107,1907
416000,2,1.75,1270,7560,1.5,7,1270,0,82,1932
520000,3,1,940,3000,1.5,7,940,0,111,1903
258000,3,2,1790,7879,1.5,7,1790,0,16,1998
590000,3,2.75,2550,54014,2,8,1980,570,47,1967
1339000,4,3.75,2130,34689,1.5,9,2130,0,59,1955
427000,3,1.75,2000,7111,1,7,1360,640,58,1956
240000,3,2.25,1410,7290,1,7,940,470,34,1980
455000,2,1,980,5000,1,7,980,0,64,1950
576000,3,1.75,1500,13891,1,7,1500,0,63,1951
650000,3,1.5,1380,4500,1,7,1380,0,54,1960
385000,1,1,620,5100,1,6,620,0,60,1954
330000,2,2,1550,435600,1.5,7,1550,0,42,1972
420000,4,2.5,3360,11637,2,11,3360,0,24,1990
295000,3,1,830,3386,1,6,830,0,72,1942
792000,4,2.75,3100,10245,2,10,3100,0,15,1999
1900000,4,3.25,4130,112521,2,11,4130,0,36,1978
349900,4,2.75,2530,13474,2,8,2530,0,20,1994
565000,4,2.5,2620,10016,2,8,2620,0,18,1996
790000,3,2.5,3040,34670,2,10,3040,0,31,1983
802500,4,3.75,3320,8030,2,10,3320,0,9,2005
825000,3,2.5,3280,26413,1,11,2670,610,29,1985
490000,4,2.5,3630,8387,2,10,3630,0,17,1997
436000,4,2,1600,15044,1,7,1600,0,42,1972
500000,3,2.5,2760,35171,2,9,2760,0,24,1990
325000,3,2.5,1570,3143,2,7,1570,0,13,2001
325000,3,2.5,1830,7585,2,8,1830,0,19,1995
515000,3,2.5,3370,19585,2,7,3200,170,63,1951
375000,3,1.75,1430,10574,2,7,1430,0,33,1981
2000000,3,2.5,3490,21064,1,10,2290,1200,46,1968
580000,7,2.75,2310,2400,1.5,6,2310,0,99,1915
650880,3,2.5,2930,6050,2,9,2930,0,6,2008
749000,3,1,1580,5000,1.5,7,1580,0,88,1926
449000,3,2.5,1810,1658,3,8,1810,0,16,1998
497000,3,2.5,2630,4611,2,8,2630,0,13,2001
412000,3,2.5,2210,7000,2,8,2210,0,29,1985
212000,3,1.5,1010,10000,1,7,1010,0,41,1973
370000,4,2,1640,7200,1,7,1640,0,51,1963
920000,6,3,3300,4218,2,8,2200,1100,44,1970
360000,3,2,1630,10723,1,7,1630,0,55,1959
347000,3,1,1010,7200,1,7,1010,0,46,1968
265000,3,1.75,1630,5999,1.5,7,1630,0,29,1985
810000,4,2.75,2820,5000,1.5,8,2170,650,87,1927
412133,2,1,920,4400,1,7,920,0,66,1948
780000,4,2.5,3500,7048,2,9,3500,0,9,2005
168000,3,1,1200,7210,1,6,1200,0,37,1977
243500,2,1,900,5016,1,6,900,0,66,1948
591000,4,2.25,2710,38180,2,8,2710,0,37,1977
229999,3,1.75,1310,6960,1,7,1310,0,40,1974
590000,4,2.5,3700,12500,1,8,1920,1780,41,1973
257500,4,2,2060,6400,1,7,1170,890,37,1977
527700,5,2.5,2820,9375,1,8,1550,1270,46,1968
515000,3,2,1560,1020,3,8,1560,0,0,2014
347950,5,2.25,1700,13500,1.5,7,1700,0,52,1962
342000,2,2.5,1175,1366,2,8,740,435,9,2005
395000,6,2.25,2950,11200,1,7,1700,1250,44,1970
199990,3,1,1100,8560,1,6,1100,0,53,1961
222000,2,1,1550,38449,1,6,1550,0,67,1947
247500,3,1.75,1960,15681,1,7,1960,0,47,1967
364000,3,2.25,1420,6600,1,7,1160,260,27,1987
660000,3,1,1210,9622,1,8,1210,0,59,1955
625000,3,1.5,1600,4128,1.5,8,1250,350,108,1906
783500,3,2.5,2850,7130,2,10,1990,860,34,1980
736500,3,2,2230,4800,1.5,7,1290,940,99,1915
514000,3,2.25,2260,54014,1,7,1450,810,52,1962
255000,3,2.75,1900,16117,1,7,1900,0,56,1958
1199500,4,2.5,3240,13044,2,9,3240,0,30,1984
765000,4,2.25,2620,17366,1,9,1430,1190,30,1984
641000,4,2.5,2600,6015,2,8,2600,0,10,2004
549000,4,2.25,2420,59800,1,8,1350,1070,29,1985
795000,5,3.5,3330,3705,2,9,2610,720,6,2008
791500,4,2.5,3250,8970,2,10,3250,0,20,1994
380000,3,2.5,1260,900,2,7,940,320,7,2007
610000,4,2.75,2090,8400,1,8,1240,850,38,1976
680000,3,2.5,2570,3600,2.5,9,2570,0,7,2007
305000,4,2.25,2210,9371,2,8,2210,0,46,1968
437000,3,2.25,1980,8775,1,7,1290,690,55,1959
500000,2,1,1630,12059,1,7,1270,360,67,1947
315000,1,0.75,770,4600,1,6,770,0,104,1910
460000,2,2.5,1880,40575,1,9,1880,0,27,1987
450000,3,1,2020,8100,1,7,1170,850,58,1956
243000,3,1,1500,6600,1,6,1500,0,44,1970
349950,2,1,1050,6317,1.5,7,1050,0,101,1913
260000,4,2.5,2050,12500,1,7,1300,750,49,1965
451000,3,1.75,1790,9813,2,7,1790,0,65,1949
875000,2,2.5,2720,4913,1,8,1700,1020,78,1936
185900,3,1,940,10890,1,5,940,0,105,1909
555000,4,2.5,2870,6776,2,8,2870,0,10,2004
285950,2,1,710,7120,1,6,710,0,72,1942
275000,2,2,1290,9041,1,7,950,340,58,1956
817500,3,3.25,3230,7639,2,10,3230,0,15,1999
525000,3,1.75,1600,6120,1.5,7,1600,0,90,1924
760000,4,1.75,2770,8521,1,7,1470,1300,61,1953
460000,2,1,1020,4002,1,7,1020,0,61,1953
654000,3,3.25,1530,1565,2,8,1280,250,9,2005
172000,3,1,970,4700,1,6,720,250,71,1943
595000,3,1,1300,11520,1,6,1300,0,56,1958
415000,1,2,3000,204732,2.5,8,3000,0,35,1979
348000,3,1.75,1830,2417,1,7,930,900,95,1919
559000,4,1.75,2250,8458,1,8,1450,800,60,1954
677500,3,1.75,2020,9718,1,8,2020,0,58,1956
164950,3,1.75,1570,15330,1,7,1080,490,58,1956
233000,3,1,1250,6180,1.5,7,1250,0,59,1955
500000,4,2.5,2840,18001,2,9,2840,0,20,1994
490000,3,2.25,2380,6000,1,8,2040,340,53,1961
285167,3,2.25,2200,8375,2,8,2200,0,26,1988
530000,3,3,2450,211266,1.5,8,2450,0,10,2004
710000,4,2.5,4070,129808,2,10,4070,0,16,1998
200000,3,1,1010,8108,1,7,1010,0,59,1955
235000,2,1,1270,9182,1.5,6,1270,0,97,1917
305000,3,2,1830,10873,1,8,1830,0,25,1989
294999,4,2.5,1660,9760,2,7,1660,0,20,1994
690000,5,3.5,2720,7598,2,8,1860,860,21,1993
425000,2,1,1160,17700,1,7,1160,0,67,1947
450000,3,2.5,2790,48994,2,9,2790,0,30,1984
136500,3,1.5,1420,8580,1,6,1420,0,52,1962
545000,4,2.5,2090,6023,2,8,2090,0,24,1990
637000,4,2.75,2850,7510,2,8,2850,0,6,2008
583000,3,2.25,1830,8276,1,8,1350,480,25,1989
170000,3,0.75,1040,42180,1,6,1040,0,67,1947
925000,4,2.5,3280,209088,2,10,3280,0,20,1994
585188,3,2.25,2230,10026,1,8,1430,800,39,1975
413000,4,3.5,2380,5809,2,7,1750,630,19,1995
1050000,4,4.25,3720,5750,2,9,2960,760,8,2006
970000,4,2.75,4430,74358,2,10,4430,0,24,1990
215000,4,2.25,1500,5393,2,7,1500,0,15,1999
260000,3,2.5,1420,14850,1,7,1020,400,51,1963
255000,3,1.75,1590,7810,1,7,1590,0,55,1959
499000,3,2.25,3010,9600,2,8,2410,600,36,1978
510000,4,2.5,2440,10423,1,7,2440,0,59,1955
406430,3,2,1380,15426,1,7,1380,0,46,1968
1220000,4,2.5,3240,3600,2,9,2060,1180,6,2008
280000,4,2,1710,5440,1,8,1030,680,38,1976
575000,3,2.5,2120,4780,2,7,2120,0,10,2004
817500,5,3.5,3600,9312,2,10,2680,920,9,2005
565000,3,1.75,1720,2218,1.5,7,1270,450,83,1931
170000,2,1,810,9882,1,6,810,0,70,1944
220000,3,1,1000,6020,1,6,1000,0,70,1944
309950,3,2.5,1880,7838,2,7,1880,0,20,1994
335000,3,1.75,1570,7500,1,7,1300,270,61,1953
514000,2,1,920,4000,1,7,920,0,108,1906
580000,5,2,2290,7125,1,7,1190,1100,50,1964
465000,2,1,730,2600,1,6,730,0,96,1918
566000,3,2.5,2090,6294,2,9,2090,0,10,2004
445000,4,2.5,2360,81892,1,8,2360,0,14,2000
370000,2,1.5,1280,2096,2,7,1080,200,7,2007
702500,3,1.5,2360,6750,2,7,1930,430,88,1926
461000,3,2.5,1690,3026,2,7,1690,0,12,2002
649950,4,2.5,2350,63162,2,8,2350,0,20,1994
530000,3,2.5,2640,13775,1,8,1550,1090,36,1978
835000,3,2,1570,4625,1.5,8,1570,0,87,1927
498000,4,2.75,2270,7375,1,7,1290,980,41,1973
212000,3,1.5,1690,9600,1,7,1210,480,38,1976
355000,3,1,940,8512,1,7,940,0,47,1967
432000,3,2.5,1920,9812,2,8,1920,0,14,2000
254999,3,1,1580,7560,1,7,1000,580,38,1976
385000,4,3,2120,13000,2,8,2120,0,36,1978
1034500,4,2.5,2370,10858,2,9,2370,0,11,2003
350000,3,1,940,7811,1,6,940,0,55,1959
408000,3,2.25,1950,7221,1,8,1950,0,8,2006
283000,4,2,2100,8160,1,7,1200,900,55,1959
235000,4,2,1570,9415,2,7,1570,0,30,1984
403000,2,1,1100,3598,1,7,1100,0,88,1926
415000,3,1.75,1770,10513,1,7,1400,370,32,1982
4208000,5,6,7440,21540,2,12,5550,1890,11,2003
399000,2,1,940,4800,1,6,940,0,103,1911
299000,3,2.25,1350,3582,2,8,1350,0,4,2010
659000,3,2.5,2510,6320,2,9,2510,0,18,1996
635000,2,2.5,1390,1132,2,8,1130,260,8,2006
650000,4,1.75,1900,10454,1,7,1180,720,60,1954
227500,3,1,1150,8848,1,7,1150,0,46,1968
395000,2,2.25,1620,1841,2,8,1540,80,10,2004
525000,3,1,1640,6180,1,7,1640,0,68,1946
275000,3,2.5,1830,7062,2,7,1830,0,24,1990
625000,3,2,2140,3600,2,8,1680,460,103,1911
1275000,4,3.5,3530,8126,2,10,3530,0,7,2007
375000,3,1,1210,7425,1,6,1210,0,104,1910
375000,3,1.75,1430,8412,1,7,1070,360,86,1928
304950,3,1.75,1350,9000,1,7,1350,0,27,1987
676000,4,2.5,2800,5368,2,8,2800,0,11,2003
200500,3,1.75,1260,9346,1,7,1260,0,51,1963
140000,2,1,900,6400,1,6,900,0,74,1940
770000,4,2.5,2350,8001,2,8,2350,0,27,1987
440000,3,2.5,2040,7605,2,8,2040,0,18,1996
380000,3,2,1660,8281,1,7,1660,0,65,1949
259000,4,1.5,1260,7248,1.5,7,1260,0,59,1955
290000,3,2,1760,6600,1,7,1760,0,16,1998
490000,2,1,1760,5250,1,7,1000,760,63,1951
565000,4,1.75,2030,7350,1,8,2030,0,48,1966
770000,5,3,2370,6000,1.5,8,1340,1030,88,1926
227000,3,1.75,1680,7455,1,8,1680,0,46,1968
429950,3,2.25,2060,10160,1,8,1340,720,47,1967
299000,3,2.25,1940,9100,1,8,1630,310,48,1966
215000,5,1.5,1980,7958,1.5,7,1980,0,52,1962
400000,3,1,1060,12000,1,7,1060,0,62,1952
864000,3,2.75,3060,13554,2,10,3060,0,30,1984
330000,4,1.75,1550,50094,1,6,1550,0,47,1967
580000,4,2.25,2610,7700,1,8,1700,910,37,1977
318000,3,2.25,1690,12662,1,7,1090,600,32,1982
202950,2,1,1060,5144,1,6,1060,0,45,1969
519990,4,3.25,1690,1321,2,8,1320,370,0,2014
518000,4,1.75,2560,15000,1,7,1880,680,40,1974
158000,3,1,1140,10477,1,6,1140,0,72,1942
437500,3,2.5,2120,4500,2,7,2120,0,14,2000
358000,3,1.5,1250,7194,1,7,1250,0,45,1969
555000,4,2.75,2600,19275,1,8,1620,980,36,1978
539950,3,2.25,1860,1558,3,8,1860,0,0,2014
785000,4,3.5,3310,4850,2,9,3310,0,4,2010
1600000,5,3.25,4320,32840,2,12,4320,0,24,1990
513000,4,2.5,2000,5684,2,8,2000,0,18,1996
950000,4,2.5,3770,35081,2,10,3770,0,25,1989
357000,4,2.5,1980,9757,2,7,1980,0,19,1995
534950,3,2.25,2130,12286,2,8,2130,0,37,1977
521500,3,2.25,1450,1619,2,8,1140,310,8,2006
605000,3,2.75,3230,9576,1.5,8,3230,0,48,1966
385000,3,1.75,1200,7360,1,7,1200,0,36,1978
665000,3,2.5,2190,10370,2,9,2190,0,27,1987
435000,4,2.25,1780,2684,2,7,1780,0,12,2002
1050000,4,2.5,2750,9949,2,10,2750,0,15,1999
751000,3,2.5,2840,6854,2,9,2840,0,12,2002
285000,4,1.75,2510,7440,1,8,1290,1220,52,1962
649500,3,3,3730,383328,1.5,9,2230,1500,24,1990
349900,3,2.5,1580,2765,2,8,1580,0,3,2011
1309500,4,2.5,2680,12215,1,9,1590,1090,58,1956
799950,6,2.75,3040,36721,1,9,1760,1280,56,1958
372000,3,2.5,2430,5000,2,8,2430,0,13,2001
368000,4,2.5,2689,5724,2,9,2689,0,8,2006
633000,4,3.5,4220,5817,2,9,2910,1310,8,2006
240000,3,2,1190,10299,1,7,1190,0,20,1994
834800,3,3.5,3470,4171,3,9,3470,0,6,2008
487000,2,1.5,1160,1118,2,8,1020,140,7,2007
866000,4,3.25,3990,9786,2,9,3990,0,10,2004
705000,4,2.5,2650,4316,1.5,8,1520,1130,109,1905
270000,4,2.5,2701,5821,2,7,2701,0,1,2013
760000,4,2.5,4660,7157,2,9,3020,1640,11,2003
530000,4,2.5,3010,9000,2,8,3010,0,6,2008
625000,3,1.75,1780,4500,1,7,920,860,92,1922
215000,3,1,1180,7669,1,7,1180,0,47,1967
590000,3,2.25,2210,5742,1,8,1460,750,63,1951
715000,4,1,1710,6050,1.5,7,1410,300,101,1913
615000,5,3.25,3090,7069,2,9,3090,0,2,2012
399950,4,3,2150,64694,1,8,1450,700,45,1969
405000,5,2.75,2400,4900,2,8,2400,0,3,2011
272000,4,2.25,2115,6234,2,7,2115,0,16,1998
660000,3,3.5,3600,37982,2,8,3600,0,18,1996
805000,5,2.5,4600,19831,1,9,2300,2300,58,1956
295000,4,2.5,1677,7209,2,7,1677,0,3,2011
518000,4,2.5,2160,9750,2,8,2160,0,31,1983
536000,3,1.75,1530,8503,1,7,1150,380,31,1983
300000,4,1.5,1460,8760,1,7,1460,0,56,1958
277000,4,3,1960,5160,1,7,1170,790,13,2001
497000,3,2.5,1220,1475,3,8,1220,0,14,2000
699900,4,2.5,2190,11500,1,8,1430,760,42,1972
320000,4,2.5,1920,7277,2,8,1920,0,24,1990
440000,4,2.5,2990,7928,2,9,2990,0,3,2011
306000,3,2.5,2588,5702,2,8,2588,0,6,2008
289000,3,1.75,1260,8400,1,7,1260,0,60,1954
677100,3,2,2110,9199,1,10,2110,0,21,1993
542950,3,2.5,2070,39768,2,8,2070,0,26,1988
1450000,3,3,4380,6320,2,10,3580,800,62,1952
295000,3,2.25,1850,7800,2,9,1850,0,40,1974
389950,3,1.75,1580,9049,1,8,1580,0,48,1966
415000,5,2.75,2060,8906,1,7,1220,840,36,1978
505000,4,1,1480,12675,1.5,7,1480,0,85,1929
607500,5,1.75,2220,6000,1.5,7,1420,800,91,1923
425000,2,1,790,5024,1,7,790,0,73,1941
155000,2,1,810,4755,1,7,810,0,34,1980
470000,5,1.75,2740,9600,1,7,1370,1370,69,1945
515000,3,2.5,1820,5280,1,7,910,910,65,1949
324950,2,1.5,1643,14616,1,7,1643,0,60,1954
1100000,4,2.25,3310,8540,1,9,1660,1650,41,1973
1750000,5,3.25,5790,12739,2,10,4430,1360,0,2014
676000,3,2,1730,6784,2.5,7,1730,0,72,1942
749000,4,2,2040,11850,1,7,1020,1020,55,1959
268000,4,1.75,1680,9966,1,7,1100,580,37,1977
185000,2,1,1122,9100,1,6,1122,0,54,1960
340000,2,2,1250,1178,2,7,980,270,18,1996
261000,3,1.5,1810,29308,1,7,950,860,31,1983
319950,3,2.5,1700,7000,2,7,1700,0,18,1996
598000,4,2.5,2030,9825,1,8,1330,700,29,1985
235000,3,1,1330,45738,2,6,1330,0,47,1967
317000,3,1,1010,5400,1,6,1010,0,55,1959
294700,3,2,1970,9600,1,7,1300,670,47,1967
265050,2,1.5,800,2119,2,7,800,0,6,2008
440000,3,1,1410,8925,1,7,1410,0,56,1958
179500,3,1,1180,32214,1,7,1180,0,62,1952
386000,3,1.5,1270,1318,2,7,1080,190,10,2004
639000,4,2.5,1990,8034,2,10,1990,0,25,1989
199950,3,1,1340,7260,1.5,6,1340,0,70,1944
255000,3,1,1180,13650,1,7,1180,0,47,1967
700000,4,2.5,2440,7491,2,10,2440,0,26,1988
294000,3,1,1320,9520,1,7,990,330,61,1953
705000,4,1.5,1780,3120,1.5,8,1780,0,88,1926
540000,3,2,1470,1691,2,8,1000,470,7,2007
615000,3,1.75,2110,56192,1,7,1480,630,36,1978
300000,3,1,930,5160,1.5,6,930,0,95,1919
252000,3,1,1300,8184,2,6,1300,0,67,1947
326000,2,1.5,1030,798,3,8,1030,0,6,2008
240000,4,1.75,1420,5382,1,5,1040,380,72,1942
560000,3,2.5,1960,9686,1,8,1460,500,25,1989
630000,4,2.5,2540,11100,1,7,2540,0,57,1957
872000,4,2.25,2860,40284,2,10,2860,0,31,1983
389250,2,1.5,1490,4080,1,7,930,560,58,1956
402500,2,1,800,2280,1,6,800,0,68,1946
485000,3,2.5,1800,11034,2,8,1800,0,27,1987
301500,3,1,1410,7419,1,7,1050,360,45,1969
518000,4,3,2430,11670,1,7,1330,1100,36,1978
751000,3,2.5,3090,13316,2,10,3090,0,22,1992
293000,2,2.25,1610,1968,2,7,1610,0,35,1979
390000,3,3,1550,1608,2,8,1280,270,13,2001
415000,3,1.75,1340,63597,1,7,1340,0,51,1963
189900,2,1,1000,4179,1,5,1000,0,100,1914
758800,5,2.25,1750,5000,1,8,960,790,74,1940
465000,3,1.5,2020,11358,1,6,1190,830,58,1956
829995,5,3.25,3360,6120,2,9,3360,0,0,2014
735000,5,2.75,3390,5211,2,9,3390,0,10,2004
575000,4,2.5,2510,47044,2,9,2510,0,27,1987
418000,4,3,2360,6250,1,7,1460,900,54,1960
1789950,5,3.75,4360,8504,2,10,3530,830,0,2014
604000,4,3,1960,5000,1,7,1050,910,49,1965
399895,4,2.5,2701,4500,2,9,2701,0,0,2014
630000,4,2,2000,5000,1.5,7,2000,0,89,1925
340000,3,2.5,2480,6112,2,7,2480,0,10,2004
2500000,5,3.25,5620,12672,2,11,4140,1480,98,1916
474900,3,2.25,1800,43647,1,8,1800,0,38,1976
675000,2,1.75,2140,5000,1,7,1000,1140,84,1930
180000,3,1,1000,18513,1,6,1000,0,74,1940
415000,2,1,1070,4500,1,7,1070,0,77,1937
638000,4,1.75,1470,4236,1.5,7,1470,0,68,1946
1165000,3,2.5,2670,5000,2,9,2000,670,72,1942
564450,3,2.5,2710,6174,2,9,2710,0,16,1998
500000,3,1,1070,4600,1,7,950,120,84,1930
397500,3,2.25,1430,1383,3,8,1430,0,9,2005
625000,4,2.25,1920,8259,2,8,1920,0,35,1979
751000,6,3,2880,6800,2,7,2880,0,34,1980
322000,3,1,1380,5864,1,7,790,590,70,1944
250000,4,3,1800,2500,2,7,1800,0,14,2000
515000,3,1.75,1570,10939,1,8,1200,370,40,1974
197500,2,1,820,8860,1,6,820,0,64,1950
